id,name,sport_type,start_date,distance_m,moving_time_s,elapsed_time_s,elev_gain_m,avg_speed_m_s,max_speed_m_s,avg_hr,max_hr,calories,visibility,private,gear_id,country,external_id,upload_id,polyline
14942206722,Evening Run,Run,2025-06-27T16:41:08Z,8280.3,3226,4444,300.0,2.567,6.78,,,,followers_only,False,,,stripped_accepted_tag_from_15941905572.fit,15949171996.0,kpz{F{rhLAZEVAd@RxB?|@Gl@Cn@CJBd@Af@J|@?b@JX`@Nd@MAEDCBMz@cATe@NM`@OxAI~@?hAIt@KxAIX?r@JzAGx@A\DHFNbALNzBhB|@b@jBpAXDRTxAdAn@Vz@d@lAh@h@`@DH`BfAr@n@`Ah@XVCZMVGXAZDTMJOT]x@_@|A_@~@Kv@EHIDGP@LGXO\G`@FJh@V^Hr@Q@Ed@QLCHDD@HNTz@JVF\[rBDRCNF\?ZJF?f@BHBZ?PIJB^M@CDAEE?Pp@S?KMw@yBC?AFRjALtBOM_@{@Mc@MMh@`DVhBHRJFz@J}@Pe@Iq@_@QOKAKa@Q_@BCBF?KC?AH\~@Nt@n@xA?HHDZ\Lb@r@dAFz@EhBBdBIfC@XCL@^EXClADROCCBNHJNt@|BAb@@NK?DHADMEOOABRp@PNPZNNR?ROFKGFYNM@a@i@e@]WIA?BFKEAB?LCA]_@S_@GCLl@b@d@DJE@OKEBx@~@Zn@b@pC?FER]XWw@GVc@Z?PtApEn@jAn@bBVLdAAFHFVBl@^tBb@bBVt@LTTPt@D@DCFSHu@HEHDF\RX`@BNALSv@Gb@Dn@ZfAP^h@n@\Nh@BP\D@Uc@QBc@GUJMGi@Di@k@IAGF[QKDGTSEANGR?NKLc@c@WIEIIEe@@IFUC[B_@Co@Rg@]Q[g@F[KKUOG@EECC@EEWVMGFEJc@NWDQl@c@^a@x@i@HIHc@?a@Gc@k@}AKOESA]@]Fe@HUb@c@hA_A~@a@XSlAKXIb@]lBwBl@m@d@m@d@a@CPKR]^[p@q@z@KTo@t@K`@CXBZR~@l@n@VDPAxAe@FWESGUc@k@CM?IXuBBEb@OX[d@Qb@[z@UpAg@jAy@ZYNc@NMD?@H_@fB?F@?TY^WV]t@oAt@sBLi@?i@s@iBLu@ZYHAN]LK@?Tf@LHP?|BaBFOBWHMp@KTMNQ^UpAe@r@g@nAc@^YP[\]Zm@^eA\g@f@w@j@u@\_@R]v@cA^k@N[f@w@Rc@`A{A`@g@d@y@r@w@\q@zByCEa@CEC?n@M~@w@b@m@f@]LUJi@`BsB
14956297121,Evening Run,Run,2025-06-27T16:41:06Z,6004.8,2737,4426,239.7,2.194,6.767,143.0,170.0,,followers_only,False,,,garmin_ping_454061270581,15964622984.0,wpz{FqghLBn@AfAFZLf@b@VPFFEzAgB`@c@b@UTEXCXGR@`@GVHN@`@KD@`@GXMl@BTDZQ^KVA\Rb@Lb@G~AFLHHTEXb@\n@Xb@h@ZJVRd@x@FL@LLRVDBDPAHBNN^VTEJ@jAj@p@Cb@`@VN`@^lA`AXX`@Pf@n@JDJTv@\x@d@Pb@DZUp@BTETONO^QlAm@nBa@`Aa@rAMp@@NCD@BVJ\Hb@@HCj@a@JA\CTVl@zBS|AEb@BHEJFl@DLBBJ|A?DIB?D@^oDdGUc@Mc@@?JLr@xBFDFXRXBJCFVZTf@HLHVT\Nn@Dj@BnA?~BEp@IfDEZ?jAOCADJFLPHPdQvw@CGgJk@YKFEA@@@MDQE[HCA@Ck@H]?k@Ne@WU]ECi@@QAQ[MEAGAAK?]TFc@b@gAt@s@dAs@Ta@?{@s@oBOiA?IJs@J_@NO^Ub@g@bBcAn@I`@Aj@YrBqBvBeCLI@NITe@t@y@~@gAdBMp@D\Rz@R^`@VJ?h@Kr@YL[I]_@q@Ce@?ILKDOHs@`@YPYz@c@dAq@`@Kb@Qt@a@~A}AHABDSlACd@B?NYx@}@n@mANSl@aBHi@Ee@g@mBFi@TW`@S?MBMJ^V`@NCb@Wn@Yl@_@PWJw@HI\KTEx@e@b@_@d@UtBqAjAo@`@M`@o@F_@BI\k@l@q@Xk@JONMPIPYZq@\[JMxAoDzBcE~@uANWPS`@Q~@o@Zc@Cy@?@`@I\QXa@ZcAJQVQ\k@x@}@
14956297081,Evening Run,Run,2025-06-27T16:21:51Z,1248.7,289,303,4.8,4.321,6.98,146.6,160.0,,followers_only,False,,,garmin_ping_454061266141,15964622958.0,}t{{FyikLBNd@LTX\z@RPVBRChAy@~@i@nAa@NCr@m@zAe@R?FBZQT@h@VN\X\
14925067723,Evening Run,Run,2025-06-26T18:33:00Z,1887.0,1074,1077,12.3,1.757,4.488,112.9,146.0,,only_me,True,,,garmin_ping_453077768656,15930343946.0,wm~{FuzlL`@dBz@pCLn@NX@LX|@L\Hp@ZhAR@\Er@?v@Jb@M`@Az@?|@\n@FVJ\Bb@NxB`@`@Pj@Nx@NjCn@`BVVNVFDAPQ@[He@FGPFj@A^CZIrAC|@J|Dt@
14925067727,Evening Run,Run,2025-06-26T18:22:50Z,2093.2,447,572,6.3,4.683,5.6,145.7,162.0,,only_me,True,,,garmin_ping_453077760088,15930343992.0,{m{{Fu`oLc@PYNu@VgAl@WRu@TSBs@Eg@DoAd@gAVeA\mBf@m@Xc@DiAByATeCf@k@HqDp@eANiCl@MFYTc@Dg@Jw@XyAp@qCvAgBhA[VcAl@_Ap@cBfBa@Xc@RSP_@RmBzBq@h@cBzA{@`A{AtAW^YV
14925067768,Evening Run,Run,2025-06-26T17:54:30Z,5380.5,1500,1563,6.0,3.587,5.66,143.8,154.0,,only_me,True,,,garmin_ping_453077759045,15930343967.0,_q|{F_wlLEcAW]Sc@IsAGi@@SGi@KYCc@YkBBy@I{@He@d@q@Xi@Rq@@gAQu@Y_BEq@QcAIeAIm@Ci@F_AGsBBQXe@f@I^Sh@i@dAOZIbBSf@Ml@EpAULKDe@?w@JKOiBQyAFyAAEMEm@Fm@LQH?BN?tBUfAQV]FB^Cx@Oz@S|CgAjAg@|BkA~Ao@xAe@d@a@hAs@x@s@`@S`@i@\U|@}@fC}DvDgFd@cAb@q@V[FMBAl@gA\a@Zg@`AeAXc@f@cAZ_@z@gBb@Yn@Gj@_AHYTk@z@}AZu@b@w@~AcD\}@`@{@Nm@N]Nk@j@qAd@mA~@eBf@_Cj@{A\o@Pe@P_@hAuC`@uAXmATk@b@u@L_@D?@HcAvBWz@]z@o@fB}BlGOXUr@Or@[z@y@jBOVMb@Wf@s@lBsAbDWh@y@~AW^m@rA[h@aApAcBhC_@b@eAhB{@dAWf@y@dAy@nAOLk@~@gA|A]r@
14914259564,Evening Run,Run,2025-06-25T16:42:50Z,11762.3,3709,5206,174.4,3.171,5.675,143.9,172.0,,only_me,True,,,garmin_ping_452734519660,15918613984.0,uf|{FcxhLk@dEGpAWxCCp@Kh@OZQh@Cd@e@dAa@NQAAIEAK@EFGf@Sr@Ub@EXa@bAYdAQVCLKPo@t@Y~@Gl@EhBI`A?^JT?La@nBQh@Gf@K\KLe@bBQt@WhB]bDKpCYjCGjAF^A\Id@ONaAb@ONF`@C\Vz@\jBfAlDXpAL\Z`B@TCl@OV}@TeAl@ONAf@YlBMNG\OXUXm@O[c@_@_AU]YGaANkAF_@?QGaABHiBAcACa@c@oA[IkARYMIc@Au@F_ACu@Se@W[_@Qk@Ie@Fe@TY@Q[Q_DYs@i@Ym@Ui@@c@J]CWMIOUy@EmDMm@OWQKU?_A^gAPw@b@s@R_@@[]Qu@[{BDg@R_@PIb@Kd@Yj@eADKBe@MyAu@kAk@{Ae@k@Oc@Cq@ZoAN[Hk@Mm@q@gAKg@O]sAqAi@{@Sg@UqACYo@l@I^?LTvC?fAIn@Yd@c@h@a@\a@dA[b@e@PIAq@Ks@SlBRBB?DNBCHt@oAn@wAz@_ARg@@e@WuD?q@Zi@b@OFDLx@Nl@f@hATXv@b@PVh@pBZh@Pd@Cf@e@vAI^APL\x@xALb@\x@n@bANr@@dASn@Y`@c@^kAp@Q`@Ap@TbBVj@VFNHPGz@i@`Ba@\CxAk@VDFFNh@Bz@Cz@@x@Bt@J`@TT`@Vx@Yt@RjAz@Tf@HvAL|@NXTBj@Ob@Cp@Vb@b@JRBZ?v@OfA@VLb@f@L|@Q`@@RBNVPj@Bt@Cv@Gd@IfA~@Qb@Jf@C`AMXO`@Eh@L^PHlAH`@f@VVMTe@b@wAZuAh@_@R_@f@_@VIb@Y`@Q~DC?GC?H?K_BEwANeAJyAJm@TqD@u@Ho@Du@JiA?q@N}ACaAXyCDiAJq@F_ABcFCQL_B@w@Fs@B}@d@_Fb@gANs@Eo@EKc@c@ScAU}@Km@K_@HYFo@Nm@`@E\Wr@m@Rc@Fs@?yBFqAFaCZsBRu@`@wDL]VkBTUNq@B_@AwB`@eFyFwAXHfFVHoACKREBKSOYAYQEKC[Dq@Ce@D_@Am@Ps@DiAp@kB^}APyARkFZkCIuCB_@Eo@Lu@?UYgARaB?kBJcD]oACGyEMgG_AIMHu@
14914259442,Evening Run,Run,2025-06-24T17:19:57Z,3225.1,1132,1136,41.5,2.849,4.16,145.1,156.0,,only_me,True,,,garmin_ping_452734506570,15918613822.0,_x~}F{gpQYk@u@kASQGKMAyAZq@^MB]Fe@Aa@H{@j@YXkAh@QXARGHIVDdB?TOnAMLAJLJD^GzAB`@Ch@Sh@QNQr@U\I^G~JH`@|@lBh@|@f@fAh@bAx@nBRVVd@\x@V`@Np@?b@Mt@MTSRS\]TGNWNe@d@E\B^[|BS~@O^a@tBm@hBEf@@f@RlDf@dE?j@FxBOr@MNGTBl@CzBQ\YJg@FqAF{@Lc@@aANa@?i@Da@JwATe@?SGQ?_@V]LaAHeBHw@Ic@Me@US]UOYE[Kw@m@aAm@s@_@uA_AWHKZa@F
14914259661,Evening Run,Run,2025-06-24T17:03:52Z,1735.7,886,894,0.0,1.959,8.52,109.1,153.0,,only_me,True,,,garmin_ping_452734505539,15918614053.0,{s~}FwxoQSqAi@uCm@qEMi@?OZdALr@`@tCLtAf@bDLrA@PTlAB^F\?TBXHNNz@Dh@BICQCDEUC@_BgMa@sBw@qFYkAu@yACIv@lAVt@Nl@P~A
14914259469,Evening Run,Run,2025-06-24T16:28:45Z,5625.6,1500,1596,0.0,3.75,5.86,151.3,167.0,,only_me,True,,,garmin_ping_452734512539,15918613921.0,mj_~FmgmQ?}@Eu@QeAGgAW}COiCHk@~@eCZqARg@XwAh@uBzBgERm@A]][W[g@iAMO]m@}@uB_@o@a@_AWa@M]a@o@w@yAE[AIJiACaABmCAm@BoAHAPURm@f@a@Jm@IqBFgBCI?_@NaBD_BN]VYdA_@NK^c@hAq@RGb@Cj@KlA_@ZC`@SVFx@nAj@lARj@T|@l@pDRpBZvBt@fGh@|BHRRRCKWSUk@Ma@E_@[{AK_@o@sEW_Ca@iCW_CMo@_@y@w@kAY[YEw@`@_AJm@Rk@CUBk@\c@Hm@FUP[`@_@X?FDBBChCaBbBo@r@M`Ae@\GJJPILI\Dt@`AXd@^t@ZhA`@zC`@lBhAdJ\bCFp@@?Io@_@aB
14890687576,Afternoon Run,Run,2025-06-23T13:51:31Z,1765.6,536,560,12.8,3.294,4.129,152.3,159.0,,only_me,True,,,garmin_ping_452003218103,15893163428.0,yp~{FqgmLg@j@@B`@tAfBxGJl@Tv@RfAPh@Fh@Vf@|@lDNf@P`@Z?fAKJ?f@JZE`@STEH@d@PfBb@|Bn@hARdAXrB`@j@PzA`@p@JjEbA`FfApCt@
14890687589,Afternoon Run,Run,2025-06-23T13:28:31Z,4105.6,1135,1319,8.0,3.617,6.45,146.6,177.0,,only_me,True,,,garmin_ping_452003222782,15893163462.0,akz{FeipLa@v@a@p@qAfBo@t@eCtD{@zA]`@YVa@f@cAzA{AdCwAfBqAvA{AlA_Bn@m@b@g@Xs@Ta@TaDrAeBx@iBp@{@Tq@Vu@Tk@J_AT{@ZaAFkALkARYHsAVeBR?B`@OTARGJ?NEH?PI^ADEFCx@KLGLA?@E?@EVATG{@Lm@FcHpAU@}@\qB^c@Lm@Zm@Vi@FeA`@q@RqAd@k@^[N[PsA`AmDrCgAdA_B|@aAv@u@v@kBdB\Ou@t@}@v@s@x@aAz@]b@e@\B@JKX[Vc@`@a@PWPIR[ZO`@a@x@y@h@s@TSn@[DG\]YR_@`@gA|@gAlAmBdBg@l@[d@[\cAh@a@ZyA`BoBbBg@\Aj@FAv@sARQZa@nAoA
14890687594,Afternoon Run,Run,2025-06-23T12:52:32Z,5688.6,1528,1802,9.2,3.723,5.68,146.7,159.0,,only_me,True,,,garmin_ping_452003216171,15893163408.0,cw|{Fw{kL_Ba@k@S_B[c@Oy@KqBa@cAe@eB]y@Ic@K[MiBe@oBe@kCg@_Cq@uAYY@WCY?]Rm@DiABOGi@mBWq@_@yA_AsCSs@qA}FIk@eA_EIOIBo@b@o@t@gAbAaEtEKJe@RKRYEg@Ow@f@k@?YUi@kAc@s@[Be@`AKp@d@Kn@s@J@XX^j@f@nAC`@wBhCeA`BQF[Sa@_@IM[cAGs@BGR_@rAmBNQVqA`@}@JKRRt@bAv@rAXVVZDJJDVO\CTw@h@w@|CaChAgAZa@p@k@h@q@xAqAl@a@h@g@n@u@lAeALQ`@[xAaAXc@`BgB`A}@l@e@xB}Bb@i@hAy@xA_AlAmAnAeA`CqA?O^KbAi@`@Y`@S\M\SXKb@Yf@M^Cr@KnBu@d@Sl@I\KfASfCY|AWnDq@fBUxAm@`@Ab@QTAjBq@bAYn@]dAa@bBe@r@]t@e@d@KvBu@VOVUhDgC~A}BZW|@wAJETa@bAiA|@wAXa@JI
14881370189,Afternoon Run,Run,2025-06-22T12:55:58Z,10598.9,3053,3552,39.8,3.472,5.04,149.2,165.0,,only_me,True,,,garmin_ping_451671797339,15882968780.0,iw|{Fs{kLoA_@_@Go@E_@GkBk@u@OwAe@[E}Ac@w@K_Cw@}A[c@QcBc@wB]u@W_AQ{Ae@]E_@?[NeAV{@B_@Gi@wAWy@KSGiAaA{CU{AWiA[_AMo@Wy@[aBa@{ACM@a@x@q@`@a@x@aAZUJa@t@q@VIf@YVGn@_@~AcBVSV[`DgCX_@bAy@r@u@fBuAd@g@b@Wb@_@p@a@r@U~@y@f@g@h@_@rAc@nA[pAk@vBo@JERWb@Ur@O`@Mr@Id@M`AOd@MnCSd@GZK`BI^Mz@M\Kb@En@Wd@Mj@AVk@d@MD?^Sf@GdAYb@Oh@U`@KvEuBvCiA^]RM~@a@v@q@f@[v@w@|@gA`@c@Rg@Xa@d@{@BK`@e@Zm@`@_@rBaCPi@Xg@Za@lCiEb@g@Zm@dB_CpAwBjA_BVa@\e@b@a@Lo@?QDQ|AaCVk@Vc@lAeC^eAdA}BLg@Ve@`@aBZw@Dg@Pi@H]NWTo@R[Pq@n@eAnAoCr@sBl@kAHa@QJ}@zBqB`GKLoBpFYtAIRiBzDG^Qf@e@~@eAjCcCbF_@n@Ul@}ApBs@hAYRK\a@p@g@XM^m@pAeBhCoAvBqBpCk@dAm@n@g@l@oAjB[Dk@`AqAfB]^i@r@o@r@oBtAi@Xy@h@yCjA{ExByDtAeAXu@PiA\q@Xy@Lu@@eAN_BVSFgBVy@PoDj@cCn@MFUNa@PwAZo@T_EjB_B`AYTUTaA`@KLwAfASV[XaCjBiDlDmBbBe@f@eAx@o@p@aAp@m@Z}A|AkDtDD\l@vBbBlH\dADZTh@Dj@\jBR\Vl@H^Vt@TV\?f@Ej@A\J^BvAOh@DrBh@d@NtE~@jAX`@P~@RpAd@b@HxAP~MbDf@H
14874318902,Night Run,Run,2025-06-21T20:29:36Z,7484.4,2034,2341,22.6,3.68,5.1,149.1,161.0,,only_me,True,,,garmin_ping_451450715906,15875283836.0,ov|{F_|kLcCg@{C{@kCg@gA[qB[s@WgHaBo@SoAQm@S{Bc@gA]k@E_AR_CJQO]cABIOo@_@sASa@SmBIOOQi@mBQy@_@yAWu@SgAm@eCC]FI^[jAoAb@_@n@u@rAkAvA_A\]`@]`@e@~AyAd@_@nAoAhDuCdAs@bBaBnA_Af@i@dAk@\Y`Ai@|FaCb@I|@Sn@_@x@UdDq@lBYp@OjDi@ZIxC_@b@I^Q~@Ud@OhAUbCo@tCiAv@_@d@WdBy@~Ak@b@Wb@a@j@Y|AcAl@i@nBwBXc@@GxB_D~@{Ad@o@h@g@X_@^}@pAcBpCkE`B_Cf@{@N]Xc@h@m@b@m@HCxAyBuA~AYf@SRUd@y@lAO\OPsCzE_EjFg@bAYd@w@r@uElHyBdCs@j@{@n@sAv@o@f@oBp@gBt@g@Z{Bv@_@Rw@ZmC|@mB`@[LgAX[Fs@CI@pBjAXbEKd@Cj@ERKJKBs@Li@BiCl@g@Hg@VsDj@[Z@pAFr@FpAJrA^dABv@PlA@ZFr@TtBAZS|@s@zAHbCRf@F~@Nx@Ez@Nj@Jv@@Pl@bAE\?f@Dl@Hv@
14868982689,Lunch Run,Run,2025-06-21T10:23:33Z,8704.9,2431,2664,38.7,3.581,4.86,149.5,169.0,,only_me,True,,,garmin_ping_451307095458,15869501590.0,_w|{Fu{kL}Co@cDw@eCs@a@MSM{AS{Cs@oA]sBg@uAWuA_@aBYkAa@e@IEA]Fg@Tg@@{@Ni@COQm@wAg@w@Ug@K[?_@G]{@kB?o@Qy@Gu@EO[sBqAuF?UxCqD`AcArAeAhAm@l@_@lBsB~@m@ZWxA{Ad@]nAqAp@a@\Y`A}@nAsA~@i@vAkAd@[b@QL?\]t@e@jAm@xAk@lAW`@QHGnAS~@YlAUzAUb@KtAQv@QhC_@\IpBSb@K^O\GX?xAa@|C_AbAc@`@UfAa@fBcAj@Ol@[jBm@NO`@WjAm@~BoBbAoAh@y@`@gALCVe@r@u@~AsBd@_@\i@RgAZa@\o@ROdCsDb@i@dAyA`A}As@jAeCfDs@dAm@t@sB|CK^]f@k@p@]f@s@hAy@lAuAbC{@dAoAnAgBrAu@`@y@p@eA\MBcBl@mAt@e@PIHgCbAqA^kAb@s@Ns@VaBZaAJ_@@aBTcB^aALy@TsDn@i@Ni@HeBb@e@XcAXm@L}BbAeDdBiCdBmCvBk@p@_@No@b@aA|@mHfHi@d@a@Xo@n@aAn@_EzDoAvAlCvJ\xAV`A@j@Fh@Jf@Hn@CDVx@NdADN^l@ZV|BMN@f@NnAFn@Qb@@~Bn@|Cl@jFrAt@Nr@P`@PxBf@`ANlBf@nDr@z@T
14863590825,Night Run,Run,2025-06-20T19:26:32Z,3828.3,1435,2157,102.2,2.668,3.98,131.3,155.0,,only_me,True,,,garmin_ping_451122022425,15863634747.0,
14862961699,Evening Run,Run,2025-06-20T18:17:56Z,2407.4,1008,2743,43.6,2.388,8.52,122.1,172.0,,only_me,True,,,garmin_ping_451100514538,15862944524.0,
14862961700,Evening Run,Run,2025-06-20T17:46:55Z,3598.9,964,1662,90.6,3.733,9.6,149.2,169.0,,only_me,True,,,garmin_ping_451100459408,15862944515.0,
14852331889,Evening Run,Run,2025-06-19T17:12:56Z,7491.7,2138,2321,21.4,3.504,4.74,151.5,165.0,,followers_only,False,,,garmin_ping_450754837202,15851373557.0,os|{F{~lL?m@I}@?i@OyACo@C}@@k@Xi@^c@NW@OEcAQkBEeAQqA?m@Hu@Dg@e@_BImAHmA?YJI`@KfAc@TQ`B]vAM~DeAFUIWDm@Eq@UoB?iAFm@?UOCmB\CF@@v@C~AYhAGj@WpBm@f@Kf@U|@YrAg@|Ay@bCgAnAa@rBqAtB_BtAgBh@{@`AeAL[Zg@\[Va@ZYX_@Xi@`AiAVk@d@u@\]`@k@n@gA|BeDZg@P]h@{@Z]Ta@d@m@^Y`@i@^}@fA{A`CkF`BwCt@eBz@yBx@oCV_@Rk@Pu@|@gCXcAfAuC~@uCVi@dAsB@QE\_AvBaArC]r@a@jAk@zAoAbEMl@o@nBMp@SZo@zAq@nAw@jB[f@q@vA]j@aArB[~@mB|BSLY`@YNUx@gA`B[Zk@r@Ud@wAnBk@~@qB~Co@rAuAvAiC`EUXG?a@Zu@zAc@p@e@`@aAr@{BpA]^KDo@Vk@Ja@NkCvAy@XuAn@sB|@eBf@}@J]Vc@Fw@Pg@D[AO@h@c@j@A\?MpA?VPtAHrA@p@i@tAkCh@w@j@kAJ}Bn@o@d@m@RGFGRC^FjCFd@Nj@NZNz@J`Cd@|B@n@YjASn@_@z@BpACZNb@FXALPpAAh@Nx@Fn@BN`@dAJtBHz@
14843635997,Evening Run,Run,2025-06-18T18:32:07Z,2007.3,397,397,22.6,5.056,5.9,160.2,178.0,,followers_only,False,,,garmin_ping_450481177989,15841951169.0,
14843635999,Evening Run,Run,2025-06-18T17:42:56Z,5712.1,1681,2093,63.5,3.398,4.1,145.1,169.0,,followers_only,False,,,garmin_ping_450481170140,15841951151.0,
14832089275,Evening Run,Run,2025-06-17T18:42:39Z,2794.3,2553,3071,17.9,1.095,9.16,97.2,129.0,,followers_only,False,,,garmin_ping_450125725229,15829478211.0,
14832089375,Evening Run,Run,2025-06-17T17:43:17Z,5816.2,1914,1914,64.1,3.039,3.733,128.6,141.0,,followers_only,False,,,garmin_ping_450125722157,15829478260.0,
14820415293,Evening Run,Run,2025-06-16T18:47:39Z,1502.8,659,729,14.0,2.28,2.62,130.4,145.0,,followers_only,False,,,garmin_ping_449776161259,15816939204.0,
14820415219,Evening Run,Run,2025-06-16T18:21:26Z,2161.4,651,834,24.3,3.32,7.74,125.6,171.0,,followers_only,False,,,garmin_ping_449776158383,15816939231.0,
14820415266,Evening Run,Run,2025-06-16T17:21:23Z,5554.3,1501,1849,65.9,3.7,4.829,150.2,170.0,,followers_only,False,,,garmin_ping_449776156418,15816939243.0,
14811531835,rodatge z1 per baixar el lactic 139 pulsacions,Run,2025-06-15T20:14:23Z,5033.2,1783,1814,24.5,2.823,4.729,138.7,154.0,,followers_only,False,,,garmin_ping_449463889948,15807273161.0,uv|{Fa|kL_K{BiCs@aCc@gHgB}FoAeBk@c@C_@Be@Dy@Ne@?aAGa@oBM_@QUKg@M_@E[SiA[yAm@{Be@{AO{@{@yCOw@CY@EnAwAjAiAx@o@z@{@hAu@lEyD^a@HCLMt@w@jBaBX]h@e@vAaApAmA|DgCz@c@^Yd@Wn@a@SRcChAe@Xw@r@YZU@_@`@a@XqAxA]TaAd@YVqAdAe@l@g@^a@j@oAhAyA|Au@h@i@h@sAv@iC`C{@z@[b@i@h@CFj@lBbDzL@J?NVpAFb@NZBPVt@r@dBTTbBIl@L\K`@?b@E\FXAd@JnEnAdEv@b@V|Cr@tB`@b@DxLtC
14807186121,Afternoon Run,Run,2025-06-15T11:28:56Z,2323.9,1055,2898,4.0,2.203,8.56,101.7,137.0,,followers_only,False,,,garmin_ping_449350624706,15802587762.0,
14807185921,Lunch Run,Run,2025-06-15T10:42:35Z,5274.2,1433,1595,58.4,3.681,5.68,147.1,165.0,,followers_only,False,,,garmin_ping_449350621617,15802587668.0,
14801563677,Evening Run,Run,2025-06-14T18:11:25Z,2844.6,956,1775,2.2,2.976,3.95,144.8,160.0,,followers_only,False,,,garmin_ping_449181664707,15796483208.0,
14801563602,Evening Run,Run,2025-06-14T17:18:57Z,1541.7,565,1145,0.0,2.729,8.98,103.3,159.0,,followers_only,False,,,garmin_ping_449181633886,15796483111.0,ia||Fki|LJYBM@w@CIBfAQh@WV[JDB?AMI_AWEBBDBAXBb@P?AGABAXFE@VWZm@He@Cg@S_@[WOGuASoASK?MBIHSXM^Ab@J`@RZXNZJvBh@f@@VMPWJ]@a@E_@GMGMWSgDq@W?UJSRK\A^F\NVHJ`@PxATpA\?BGFI?CCM?KEW?
14801559787,Evening Run,Run,2025-06-14T16:26:21Z,3263.7,1099,1787,0.0,2.97,4.867,139.6,155.0,,followers_only,False,,,garmin_ping_449181600844,15796479111.0,qd||F_f|LXDNAWDwAg@_@CSEOMk@cBIi@Ae@Nq@HORSTK\El@LtCx@ZVF|@?l@CPSj@Id@]Ha@?_@Ie@?OBiAm@]UUi@Os@Ca@Hm@Ti@\Qd@CBEbBb@dA`@ZZTt@?d@Il@Oj@E^IFOBc@CYKWEc@M[Co@OYYKQXZYQK]G@BIEKGu@Fo@Lc@LQNMNEb@?TBxCv@\ZNj@Bn@Kp@e@hA_@FYCc@Iq@Q{@_@WOQSWi@Is@Dq@Ti@XSVE\BfDv@X\Rj@Dn@ANa@xASTSFm@IW?c@O{@Si@_@e@k@EiADi@Ro@^Y^G\BzBj@^LJDV\DJFr@?d@ALY|@?LINEB{@BaBc@g@I_@We@}@Mi@@u@Nk@BEb@]f@GZBpA\l@Rb@TVb@Jn@Av@[tAOR]@u@K
14807214683,Evening Run,Run,2025-06-14T18:00:00Z,2000.0,600,600,0.0,3.333,0.0,,,,followers_only,False,,,,,
14801074270,"800m @1:54.04 a la puertas del 1:53, objectiu: 1:52",Run,2025-06-14T17:30:33Z,800.0,114,114,0.0,7.018,0.0,,,,followers_only,False,,,,,
14790228858,Evening Run,Run,2025-06-13T18:15:01Z,2603.1,473,8413,0.0,5.503,2.56,79.4,111.0,,followers_only,False,,,garmin_ping_448818341832,15784185815.0,
14780149875,Night Run,Run,2025-06-12T19:01:34Z,2171.2,845,1346,21.6,2.569,3.517,130.9,151.0,,followers_only,False,,,garmin_ping_448471972340,15773248201.0,
14779735293,Evening Run,Run,2025-06-12T18:38:12Z,2996.9,662,662,33.0,4.527,6.26,161.1,173.0,,followers_only,False,,,garmin_ping_448462006809,15772809016.0,
14779537579,Evening Run,Run,2025-06-12T18:13:11Z,1898.1,463,1170,15.1,4.1,8.383,89.3,112.0,,followers_only,False,,,garmin_ping_448457676634,15772601696.0,
14779245640,Evening Run,Run,2025-06-12T17:33:51Z,5006.7,1509,2013,53.4,3.318,4.583,142.0,159.0,,followers_only,False,,,garmin_ping_448451199488,15772294201.0,
14770152370,Night Run,Run,2025-06-11T20:15:07Z,2036.9,640,696,13.1,3.183,5.033,142.0,158.0,,followers_only,False,,,garmin_ping_448132907532,15762471484.0,kz~{Fa_mLdAmAtAuAn@c@j@m@RBhBpHV`AZtA\bA@HMPBDG^DTANDPLRP|@?PN`@Fx@R`@p@n@`@T`@If@Ar@El@Hd@Qh@E`AV\CxF|A`B^f@NHFjBb@n@P^RdB^~AVfBb@f@FjGvA
14770152394,Night Run,Run,2025-06-11T19:52:47Z,4518.4,1178,1263,11.1,3.836,5.967,152.6,176.0,,followers_only,False,,,garmin_ping_448132885361,15762471494.0,syy{FkeqLcCnFeAlBgBrD]j@w@~@Wb@K\w@rASRYf@[^_@j@WXoFnHeAbB]z@[d@u@p@QXeAjA}@bBgAfBu@z@[b@cA~@cBnAm@\]\c@VkBn@}Ar@mAb@k@XYTI?GFw@X]HCCA?r@QlB{@vBgApBw@iB`Ai@Vw@`@uBbA}@^a@LyEjAU@i@Pg@Tg@JaAD}@LYJeAPgAXm@H}@TaCXsCv@WHmAj@eANg@NoBx@iBfAaEpB}BlBYXY`@QB[TK@YPw@t@MPy@n@W\w@p@KNqAhAYPONOFKHKN_A`AYf@cDlC]Ze@l@u@f@kB`B_@P[XuBbCw@v@Wf@gAjAg@v@
